component,source_file,function,ghidra_address,target_module,port_status,parity_evidence,notes
cgame,cgame_ui.c,CG_FilledBar,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSides,,,untriaged,,
cgame,cgame_ui.c,CG_DrawTopBottom,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSides_NoScale,,,untriaged,,
cgame,cgame_ui.c,CG_DrawTopBottom_NoScale,,,untriaged,,
cgame,cgame_ui.c,CG_DrawRect,,,untriaged,,
cgame,cgame_ui.c,CG_DrawRect_FixedBorder,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPicST,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPic,,,untriaged,,
cgame,cgame_ui.c,CG_DrawRotatedPic,,,untriaged,,
cgame,cgame_ui.c,CG_DrawChar,,,untriaged,,
cgame,cgame_ui.c,CG_DrawChar2,,,untriaged,,
cgame,cgame_ui.c,CG_DrawStringExt,,,untriaged,,
cgame,cgame_ui.c,CG_DrawStringExt_Shadow,,,untriaged,,
cgame,cgame_ui.c,CG_DrawStringExt2,,,untriaged,,
cgame,cgame_ui.c,CG_DrawStringExt3,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBigString,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBigStringColor,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBigString2,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBigStringColor2,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSmallString,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSmallStringColor,,,untriaged,,
cgame,cgame_ui.c,CG_DrawTinyStringColor,,,untriaged,,
cgame,cgame_ui.c,CG_DrawStrlen,,,untriaged,,
cgame,cgame_ui.c,CG_DrawMineMarkerFlag_isra_0,,,untriaged,,
cgame,cgame_ui.c,CG_DrawFireTeamOverlay,,,untriaged,,
cgame,cgame_ui.c,CG_DrawFireteamsByTeam,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPlayerSF,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPlayerNF,,,untriaged,,
cgame,cgame_ui.c,CG_DrawInformation,,,untriaged,,
cgame,cgame_ui.c,CG_DrawOverlays,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanelRenderText_NoLMS,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanelRenderText_SkillsText,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderObjectiveBack,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Filter_Draw,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderMedal,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderSkillIcon,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_NameEditFinish,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderTeamButton,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_ClassBar_Draw,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCommandMap,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_PlusButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_MinusButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Filter_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_BriefingButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_BriefingButton_Draw,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_CancelButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_DrawLimboPlayerHead_part_6,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderHead,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponLights,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponPanel_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderLight,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_ObjectiveText_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Border_Draw,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderObjectiveText,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetMaxObjectives,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderLight_GetValue,,,untriaged,,
cgame,cgame_ui.c,CG_DrawLimboPlayerHead,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBorder,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounterNumber,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_ValueForButton,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_RollTimeForButton,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_MaxChangeForButton,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_NumRollers,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_CountsDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_CountsUp,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_StartSet,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_IsReversed,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderCounter_GetShaders,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Init,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Draw,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_KeyHandling,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetWeaponCardIconData,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetTeam,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetRealTeam,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetClass,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetCharacter,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetPlayerClass,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_SetSelectedWeaponNumForSlot,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RequestObjective,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_ClassCount,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_TeamCount,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_ClassIsDisabled,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RenderClassButton,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RealWeaponIsDisabled,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponPanel_DrawWeapon,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponCount_ForSlot,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponIsDisabled,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetSelectedWeaponNum,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetWeaponForNumber,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponCount,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_SendSetupMsg,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_OkButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetSelectedWeaponForSlot,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetSelectedWeapon,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponLights_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_TeamButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetSelectedWeaponStat,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_RequestWeaponStats,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_ClassButton_KeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_Setup,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_SetSelectedWeaponNum,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponPanel,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_WeaponPanel_KeyUp,,,untriaged,,
cgame,cgame_ui.c,CG_LimboPanel_GetWeaponNumberForPos,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_RenderMissionDescriptionText,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_RenderCampaignNameText,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_RenderCampaignTypeText,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_GameTypeName,,,untriaged,,
cgame,cgame_ui.c,CG_DrawConnectScreen,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_KeyHandling,,,untriaged,,
cgame,cgame_ui.c,CG_LoadPanel_ContinueButtonKeyDown,,,untriaged,,
cgame,cgame_ui.c,CG_DrawCinematic,,,untriaged,,
cgame,cgame_ui.c,jP_SetHUDColors,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPlayerWeaponIcon,,,untriaged,,
cgame,cgame_ui.c,CG_DrawCursorhint,,,untriaged,,
cgame,cgame_ui.c,CG_DrawWeapStability,,,untriaged,,
cgame,cgame_ui.c,CG_DrawWeapHeat,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPMItems,,,untriaged,,
cgame,cgame_ui.c,CG_DrawPMItemsBig,,,untriaged,,
cgame,cgame_ui.c,WM_DrawClientScore_Small_isra_1,,,untriaged,,
cgame,cgame_ui.c,WM_TimeToString,,,untriaged,,
cgame,cgame_ui.c,CG_DrawBottom_NoScale,,,untriaged,,
cgame,cgame_ui.c,cf_draw,,,untriaged,,
cgame,cgame_ui.c,WM_DrawObjectives,,,untriaged,,
cgame,cgame_ui.c,WM_DrawClientScore,,,untriaged,,
cgame,cgame_ui.c,WM_TeamScoreboard,,,untriaged,,
cgame,cgame_ui.c,CG_DrawScoreboard,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSkyBoxPortal_part_0,,,untriaged,,
cgame,cgame_ui.c,CG_DrawSkyBoxPortal,,,untriaged,,
cgame,cgame_ui.c,CG_DrawActiveFrame,,,untriaged,,
cgame,cgame_ui.c,CG_DrawHitBoxOnHit_part_11,,,untriaged,,
cgame,cgame_ui.c,CG_RailTrail,,cgame/cg_nitmod_debug.c; cgame/cg_event.c,ported_partial,sorted-reference/full-cgame-keyed-rail-tests,Original event 50 colored line/box dispatch; native ET behavior retained.
cgame,cgame_ui.c,CG_DrawHitBoxOnHit,,,untriaged,,
cgame,cgame_ui.c,CG_DrawTracer,,,untriaged,,
cgame,cgame_ui.c,Script_SetTeamColor,,,untriaged,,
cgame,cgame_ui.c,Script_CheckAutoUpdate,,,untriaged,,
cgame,cgame_ui.c,Script_GetAutoUpdate,,,untriaged,,
cgame,cgame_ui.c,Script_Abort,,,untriaged,,
cgame,cgame_ui.c,ItemParse_decoration,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textasint,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textasfloat,,,untriaged,,
cgame,cgame_ui.c,ItemParse_wrapped,,,untriaged,,
cgame,cgame_ui.c,ItemParse_autowrapped,,,untriaged,,
cgame,cgame_ui.c,ItemParse_horizontalscroll,,,untriaged,,
cgame,cgame_ui.c,ItemParse_noToggle,,,untriaged,,
cgame,cgame_ui.c,MenuParse_popup,,,untriaged,,
cgame,cgame_ui.c,MenuParse_outOfBounds,,,untriaged,,
cgame,cgame_ui.c,MenuParse_drawAlwaysOnTop,,,untriaged,,
cgame,cgame_ui.c,MenuParse_modal,,,untriaged,,
cgame,cgame_ui.c,Scroll_Slider_ThumbFunc,,,untriaged,,
cgame,cgame_ui.c,ItemParse_name,,,untriaged,,
cgame,cgame_ui.c,ItemParse_focusSound,,,untriaged,,
cgame,cgame_ui.c,ItemParse_text,,,untriaged,,
cgame,cgame_ui.c,ItemParse_group,,,untriaged,,
cgame,cgame_ui.c,ItemParse_asset_shader,,,untriaged,,
cgame,cgame_ui.c,ItemParse_background,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cinematic,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvarTest,,,untriaged,,
cgame,cgame_ui.c,MenuParse_background,,,untriaged,,
cgame,cgame_ui.c,MenuParse_cinematic,,,untriaged,,
cgame,cgame_ui.c,MenuParse_soundLoop,,,untriaged,,
cgame,cgame_ui.c,ItemParse_feeder,,,untriaged,,
cgame,cgame_ui.c,ItemParse_bordersize,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textalignx,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textaligny,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textscale,,,untriaged,,
cgame,cgame_ui.c,ItemParse_backcolor,,,untriaged,,
cgame,cgame_ui.c,ItemParse_forecolor,,,untriaged,,
cgame,cgame_ui.c,ItemParse_bordercolor,,,untriaged,,
cgame,cgame_ui.c,ItemParse_special,,,untriaged,,
cgame,cgame_ui.c,MenuParse_borderSize,,,untriaged,,
cgame,cgame_ui.c,MenuParse_backcolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_forecolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_bordercolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_focuscolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_disablecolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_fadeClamp,,,untriaged,,
cgame,cgame_ui.c,MenuParse_fadeAmount,,,untriaged,,
cgame,cgame_ui.c,ItemParse_origin,,,untriaged,,
cgame,cgame_ui.c,ItemParse_style,,,untriaged,,
cgame,cgame_ui.c,ItemParse_bitflag,,,untriaged,,
cgame,cgame_ui.c,ItemParse_border,,,untriaged,,
cgame,cgame_ui.c,ItemParse_visible,,,untriaged,,
cgame,cgame_ui.c,ItemParse_ownerdraw,,,untriaged,,
cgame,cgame_ui.c,ItemParse_align,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textalign,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textstyle,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textfont,,,untriaged,,
cgame,cgame_ui.c,ItemParse_ownerdrawFlag,,,untriaged,,
cgame,cgame_ui.c,ItemParse_settingDisabled,,,untriaged,,
cgame,cgame_ui.c,ItemParse_settingEnabled,,,untriaged,,
cgame,cgame_ui.c,ItemParse_voteFlag,,,untriaged,,
cgame,cgame_ui.c,MenuParse_fullscreen,,,untriaged,,
cgame,cgame_ui.c,MenuParse_style,,,untriaged,,
cgame,cgame_ui.c,MenuParse_visible,,,untriaged,,
cgame,cgame_ui.c,MenuParse_border,,,untriaged,,
cgame,cgame_ui.c,MenuParse_ownerdrawFlag,,,untriaged,,
cgame,cgame_ui.c,MenuParse_ownerdraw,,,untriaged,,
cgame,cgame_ui.c,MenuParse_fadeCycle,,,untriaged,,
cgame,cgame_ui.c,MenuParse_itemHotkeyMode,,,untriaged,,
cgame,cgame_ui.c,ItemParse_outlinecolor,,,untriaged,,
cgame,cgame_ui.c,MenuParse_outlinecolor,,,untriaged,,
cgame,cgame_ui.c,Item_CorrectedTextRect,,,untriaged,,
cgame,cgame_ui.c,MenuParse_name,,,untriaged,,
cgame,cgame_ui.c,Item_SettingShow_constprop_35,,,untriaged,,
cgame,cgame_ui.c,Item_SettingShow_constprop_36,,,untriaged,,
cgame,cgame_ui.c,MenuParse_rect,,,untriaged,,
cgame,cgame_ui.c,ItemParse_rect,,,untriaged,,
cgame,cgame_ui.c,Item_ValidateTooltipData_part_24,,,untriaged,,
cgame,cgame_ui.c,ItemParse_tooltip,,,untriaged,,
cgame,cgame_ui.c,ItemParse_tooltipalignx,,,untriaged,,
cgame,cgame_ui.c,ItemParse_tooltipaligny,,,untriaged,,
cgame,cgame_ui.c,ItemParse_addColorRangeRel,,,untriaged,,
cgame,cgame_ui.c,ItemParse_addColorRange,,,untriaged,,
cgame,cgame_ui.c,Script_ExecWolfConfig,,,untriaged,,
cgame,cgame_ui.c,Tooltip_Initialize,,,untriaged,,
cgame,cgame_ui.c,Tooltip_ComputePosition,,,untriaged,,
cgame,cgame_ui.c,Cui_WideRect,,,untriaged,,
cgame,cgame_ui.c,Cui_WideX,,,untriaged,,
cgame,cgame_ui.c,Cui_WideXoffset,,,untriaged,,
cgame,cgame_ui.c,UI_Alloc,,,untriaged,,
cgame,cgame_ui.c,Item_ValidateTypeData_part_21,,,untriaged,,
cgame,cgame_ui.c,ItemParse_asset_model,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_origin,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_fovx,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_fovy,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_rotation,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_angle,,,untriaged,,
cgame,cgame_ui.c,ItemParse_model_animplay,,,untriaged,,
cgame,cgame_ui.c,ItemParse_notselectable,,,untriaged,,
cgame,cgame_ui.c,ItemParse_type,,,untriaged,,
cgame,cgame_ui.c,ItemParse_elementwidth,,,untriaged,,
cgame,cgame_ui.c,ItemParse_elementheight,,,untriaged,,
cgame,cgame_ui.c,ItemParse_elementtype,,,untriaged,,
cgame,cgame_ui.c,ItemParse_columns,,,untriaged,,
cgame,cgame_ui.c,ItemParse_contextMenu,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvar,,,untriaged,,
cgame,cgame_ui.c,ItemParse_maxChars,,,untriaged,,
cgame,cgame_ui.c,ItemParse_maxPaintChars,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvarFloat,,,untriaged,,
cgame,cgame_ui.c,UI_InitMemory,,,untriaged,,
cgame,cgame_ui.c,UI_OutOfMemory,,,untriaged,,
cgame,cgame_ui.c,String_Alloc,,,untriaged,,
cgame,cgame_ui.c,ItemParse_textfile,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvarStrList,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvarFloatList,,,untriaged,,
cgame,cgame_ui.c,ItemParse_cvarListUndefined,,,untriaged,,
cgame,cgame_ui.c,Script_SetAsset,,,untriaged,,
cgame,cgame_ui.c,Script_ClearCvar,,,untriaged,,
cgame,cgame_ui.c,Script_SetPlayerModel,,,untriaged,,
cgame,cgame_ui.c,Script_SetPlayerHead,,,untriaged,,
cgame,cgame_ui.c,Script_SetBackground,,,untriaged,,
cgame,cgame_ui.c,Script_Exec,,,untriaged,,
cgame,cgame_ui.c,Script_ExecNOW,,,untriaged,,
cgame,cgame_ui.c,Script_Play,,,untriaged,,
cgame,cgame_ui.c,Script_playLooped,,,untriaged,,
cgame,cgame_ui.c,Script_SetColor,,,untriaged,,
cgame,cgame_ui.c,Script_SetCvar,,,untriaged,,
cgame,cgame_ui.c,Script_CopyCvar,,,untriaged,,
cgame,cgame_ui.c,Script_ToggleCvarBit,,,untriaged,,
cgame,cgame_ui.c,Item_RunScript_constprop_37,,,untriaged,,
cgame,cgame_ui.c,Menu_RunCloseScript_part_10,,,untriaged,,
cgame,cgame_ui.c,Script_CloseAllOtherMenus,,,untriaged,,
cgame,cgame_ui.c,Script_CloseAll,,,untriaged,,
cgame,cgame_ui.c,Script_FadeOutMenu,,,untriaged,,
cgame,cgame_ui.c,Script_FadeInMenu,,,untriaged,,
cgame,cgame_ui.c,String_Report,,,untriaged,,
cgame,cgame_ui.c,Float_Parse,,,untriaged,,
cgame,cgame_ui.c,Color_Parse,,,untriaged,,
cgame,cgame_ui.c,Int_Parse,,,untriaged,,
cgame,cgame_ui.c,Rect_Parse,,,untriaged,,
cgame,cgame_ui.c,String_Parse,,,untriaged,,
cgame,cgame_ui.c,ItemParse_onEsc,,,untriaged,,
cgame,cgame_ui.c,ItemParse_onEnter,,,untriaged,,
cgame,cgame_ui.c,ItemParse_onFocus,,,untriaged,,
cgame,cgame_ui.c,ItemParse_leaveFocus,,,untriaged,,
cgame,cgame_ui.c,ItemParse_mouseEnter,,,untriaged,,
cgame,cgame_ui.c,ItemParse_mouseExit,,,untriaged,,
cgame,cgame_ui.c,ItemParse_mouseEnterText,,,untriaged,,
cgame,cgame_ui.c,ItemParse_mouseExitText,,,untriaged,,
cgame,cgame_ui.c,ItemParse_action,,,untriaged,,
cgame,cgame_ui.c,ItemParse_accept,,,untriaged,,
cgame,cgame_ui.c,ItemParse_enableCvar,,,untriaged,,
cgame,cgame_ui.c,ItemParse_disableCvar,,,untriaged,,
cgame,cgame_ui.c,ItemParse_showCvar,,,untriaged,,
cgame,cgame_ui.c,ItemParse_hideCvar,,,untriaged,,
cgame,cgame_ui.c,ItemParse_execKey,,,untriaged,,
cgame,cgame_ui.c,MenuParse_onOpen,,,untriaged,,
cgame,cgame_ui.c,MenuParse_onClose,,,untriaged,,
cgame,cgame_ui.c,MenuParse_onESC,,,untriaged,,
cgame,cgame_ui.c,MenuParse_onEnter,,,untriaged,,
cgame,cgame_ui.c,MenuParse_onTimeout,,,untriaged,,
cgame,cgame_ui.c,MenuParse_execKey,,,untriaged,,
cgame,cgame_ui.c,MenuParse_execKeyInt,,,untriaged,,
cgame,cgame_ui.c,ItemParse_doubleClick,,,untriaged,,
cgame,cgame_ui.c,Init_Display,,,untriaged,,
cgame,cgame_ui.c,GradientBar_Paint,,,untriaged,,
cgame,cgame_ui.c,Window_Init,,,untriaged,,
cgame,cgame_ui.c,Fade,,,untriaged,,
cgame,cgame_ui.c,Window_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_SetScreenCoords,,,untriaged,,
cgame,cgame_ui.c,Item_UpdatePosition,,,untriaged,,
cgame,cgame_ui.c,Menu_UpdatePosition,,,untriaged,,
cgame,cgame_ui.c,Menu_PostParse,,,untriaged,,
cgame,cgame_ui.c,Menu_ClearFocus,,,untriaged,,
cgame,cgame_ui.c,Script_SetFocus,,,untriaged,,
cgame,cgame_ui.c,Script_ClearFocus,,,untriaged,,
cgame,cgame_ui.c,Script_SetMenuFocus,,,untriaged,,
cgame,cgame_ui.c,Script_SetEditFocus,,,untriaged,,
cgame,cgame_ui.c,IsVisible,,,untriaged,,
cgame,cgame_ui.c,Rect_ContainsPoint,,,untriaged,,
cgame,cgame_ui.c,Menu_ItemsMatchingGroup,,,untriaged,,
cgame,cgame_ui.c,Menu_GetMatchingItemByNumber,,,untriaged,,
cgame,cgame_ui.c,Script_SetItemColor,,,untriaged,,
cgame,cgame_ui.c,Script_SetMenuItemColor,,,untriaged,,
cgame,cgame_ui.c,Script_FadeIn,,,untriaged,,
cgame,cgame_ui.c,Script_FadeOut,,,untriaged,,
cgame,cgame_ui.c,Script_Show,,,untriaged,,
cgame,cgame_ui.c,Script_Hide,,,untriaged,,
cgame,cgame_ui.c,Menu_FindItemByName,,,untriaged,,
cgame,cgame_ui.c,Menu_ShowItemByName,,,untriaged,,
cgame,cgame_ui.c,Script_ConditionalHideShow,,,untriaged,,
cgame,cgame_ui.c,Menu_FadeItemByName,,,untriaged,,
cgame,cgame_ui.c,Menus_FindByName,,,untriaged,,
cgame,cgame_ui.c,Menus_CloseAll,,,untriaged,,
cgame,cgame_ui.c,Menu_FadeMenuByName,,,untriaged,,
cgame,cgame_ui.c,Menu_TransitionItemByName,,,untriaged,,
cgame,cgame_ui.c,Script_Transition,,,untriaged,,
cgame,cgame_ui.c,Menu_OrbitItemByName,,,untriaged,,
cgame,cgame_ui.c,Script_Orbit,,,untriaged,,
cgame,cgame_ui.c,Script_CheckProfile,,,untriaged,,
cgame,cgame_ui.c,Script_WriteProfile,,,untriaged,,
cgame,cgame_ui.c,Item_RunScript,,,untriaged,,
cgame,cgame_ui.c,Script_ConditionalScript,,,untriaged,,
cgame,cgame_ui.c,Item_EnableShowViaCvar,,,untriaged,,
cgame,cgame_ui.c,Item_SettingShow,,,untriaged,,
cgame,cgame_ui.c,Item_SetFocus,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_MaxScroll,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_ThumbPosition,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_ThumbDrawPosition,,,untriaged,,
cgame,cgame_ui.c,Item_Slider_ThumbPosition,,,untriaged,,
cgame,cgame_ui.c,Item_Slider_OverSlider,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_OverLB,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_MouseEnter,,,untriaged,,
cgame,cgame_ui.c,Item_MouseEnter,,,untriaged,,
cgame,cgame_ui.c,Item_MouseLeave,,,untriaged,,
cgame,cgame_ui.c,Menu_HitTest,,,untriaged,,
cgame,cgame_ui.c,Item_SetMouseOver,,,untriaged,,
cgame,cgame_ui.c,Item_OwnerDraw_HandleKey,,,untriaged,,
cgame,cgame_ui.c,Item_CheckBox_HandleKey,,,untriaged,,
cgame,cgame_ui.c,Item_YesNo_HandleKey,,,untriaged,,
cgame,cgame_ui.c,Item_Multi_CountSettings,,,untriaged,,
cgame,cgame_ui.c,Item_Multi_FindCvarByValue,,,untriaged,,
cgame,cgame_ui.c,Item_Multi_Setting,,,untriaged,,
cgame,cgame_ui.c,Item_Multi_HandleKey,,,untriaged,,
cgame,cgame_ui.c,Item_StartCapture,,,untriaged,,
cgame,cgame_ui.c,Item_StopCapture,,,untriaged,,
cgame,cgame_ui.c,Item_Slider_HandleKey,,,untriaged,,
cgame,cgame_ui.c,Item_Action,,,untriaged,,
cgame,cgame_ui.c,Menus_Activate,,,untriaged,,
cgame,cgame_ui.c,Menus_ShowByName,,,untriaged,,
cgame,cgame_ui.c,Menus_CaptureFuncActive,,,untriaged,,
cgame,cgame_ui.c,Display_VisibleMenuCount,,,untriaged,,
cgame,cgame_ui.c,Rect_ToWindowCoords,,,untriaged,,
cgame,cgame_ui.c,Item_SetTextExtents,,,untriaged,,
cgame,cgame_ui.c,Item_TextColor,,,untriaged,,
cgame,cgame_ui.c,Item_Text_AutoWrapped_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Text_Wrapped_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Text_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_TextField_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_CheckBox_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_YesNo_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Multi_Paint,,,untriaged,,
cgame,cgame_ui.c,Controls_GetConfig,,,untriaged,,
cgame,cgame_ui.c,Controls_SetConfig,,,untriaged,,
cgame,cgame_ui.c,Controls_SetDefaults,,,untriaged,,
cgame,cgame_ui.c,BindingIDFromName,,,untriaged,,
cgame,cgame_ui.c,BindingFromName,,,untriaged,,
cgame,cgame_ui.c,Item_Slider_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Bind_Paint,,,untriaged,,
cgame,cgame_ui.c,Display_KeyBindPending,,,untriaged,,
cgame,cgame_ui.c,Item_Bind_HandleKey,,,untriaged,,
cgame,cgame_ui.c,AdjustFrom640,,,untriaged,,
cgame,cgame_ui.c,Item_Model_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Image_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_ListBox_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_OwnerDraw_Paint,,,untriaged,,
cgame,cgame_ui.c,Item_Paint,,,untriaged,,
cgame,cgame_ui.c,Menu_Paint_part_20,,,untriaged,,
cgame,cgame_ui.c,Menu_Init,,,untriaged,,
cgame,cgame_ui.c,Menu_GetFocusedItem,,,untriaged,,
cgame,cgame_ui.c,Menu_GetFocused,,,untriaged,,
